"","WB_ID","DRAINAGE","CIRCULARITY","ELEVATION","SD.ELEVATION","HI","CATCH.SLOPE","TPI","TWI","HARD","CHALK","SANDSTONE","LIMESTONE","AQUIFER","ARABLE","IMPRV.GRASS","NAT.GRASS","MOUNTAIN","URBAN","RAINFALL","SEASONAL","WOOD","CATCH.AREA"
"153",152,1.10122114608372,0.302971879335627,217.7350441,46.90523705,0.296702679447853,37.89316364,0.43912544,0.25953972,0,0,0.346845374305329,0,0,0,0.899640405361229,0.0415168355671788,0,0,14.47396298,0.834298926633533,0.058842759071592,119.2675
"154",153,1.29026554276169,0.312358678739559,167.1881021,80.72408336,0.320698958717053,40.47980543,0.463316949,0.259833107,0.027507733097658,0,0,0,0,0.085505965532479,0.862682280159081,0.0151347768448962,0,0,11.43863574,0.879343494083058,0.036676977463544,28.1575
"155",154,1.55201306157776,0.265667186158176,165.6780747,45.09831543,0.452531234324943,44.31176149,0.480402655,0.240852295,0,0,0,0,0,0.109080992637033,0.890919007362967,0,0,0,12.25046299,0.856757923521861,0,32.1525
"156",155,1.56053388206727,0.255436193122671,339.7013657,81.78504859,0.479261287206266,45.8945345,0.50296711,0.240119759,0,0,0.995447647951442,0,0,0,0.179666160849772,0.303692463328275,0.214668689934244,0,15.62808542,0.830904367491155,0.301972685887709,54.1275
"157",156,1.42344200909169,0.109137001488794,145.6142017,82.50019297,0.252914372701149,36.10527514,0.451654993,0.275303981,0.0124787935909519,0,0,0,0,0.0247313854853911,0.90062205466541,0,0,0.0154948162111216,11.98280604,0.86980110590938,0.0591517436380773,1025.0775
"158",157,1.09304645983162,0.158073294172014,87.47734866,34.75087999,0.175263970924073,19.3428133,0.459973441,0.312857153,0,0,0,0,0,0,1,0,0,0,11.27923091,0.86206542547842,0,1025.045
"159",158,1.51738819243478,0.121512664773093,235.3759443,67.93743725,0.418084477449889,48.1343269,0.489207365,0.235650841,0,0,0.172077087794433,0,0,0,0.731477516059957,0.106595289079229,0.00115631691648822,0,13.70911914,0.841262142807092,0.160770877944325,190.1175
"160",159,1.89411655202604,0.204304970765927,98.55555724,26.20050548,0.300348563427697,26.88112688,0.459613178,0.283728678,0,0,0.00333586050037907,0,0.00333586050037907,0,1,0,0,0,11.47425015,0.856674034576042,0,17.13
"161",160,1.35573780814566,0.21577876203818,381.0763167,85.01787198,0.491832816555344,45.07162991,0.505709328,0.240135158,0,0,0.941268191268191,0,0,0,0.0447851697851698,0.421950796950797,0.265592515592516,0,16.16091111,0.837078881040479,0.267671517671518,29.205
"162",161,1.91843501806534,0.255725760474568,389.5580217,75.87252297,0.524564236107193,47.16303971,0.513426051,0.236186406,0,0,0.706688514821987,0,0,0,0.0607775957098168,0.0592879487561448,0.532995680023834,0,15.87513264,0.837460368786384,0.346938775510204,88.1475
"163",162,1.44995960746401,0.227532911831375,291.9964912,54.01160232,0.441864526128688,44.19328937,0.496478839,0.239628034,0,0,0.0643826547500828,0,0,0,0.768454154253558,0.163522012578616,0,0,14.20040394,0.841158578528522,0.0680238331678252,14.7775
"164",163,1.75899426254014,0.215721506417502,269.7727291,58.92019711,0.541610396571429,51.62233398,0.504194944,0.224589745,0,0,0,0,0,0,0.913488006291781,0.0865119937082186,0,0,13.82613008,0.845148492170318,0,12.46
"165",164,1.20184118835885,0.134642676786814,174.6248918,65.06777161,0.301646599936041,48.23195623,0.416230381,0.236491685,0,0,0,0,0,0,0.987157287157287,0.0128427128427128,0,0,12.78781347,0.848843206252163,0,73.83
"166",165,1.48269029659192,0.29442775409899,123.4586707,42.87175728,0.283779658472803,41.59642004,0.403849133,0.250284979,0,0,0,0,0,0,1,0,0,0,12.09603648,0.85049828348666,0,78.6725
"167",166,1.77663928522154,0.135900778224222,70.84133333,19.75205645,0.0970211071087216,11.39202683,0.467385855,0.360964665,0,0,0.58169014084507,0.00713615023474178,0.58169014084507,0.0757746478873239,0.923098591549296,0,0,0.00112676056338028,11.224533,0.865569476805834,0,1926.67
"168",167,1.75761408480955,0.297567949537151,465.9074305,64.65454,0.643749788367844,48.94642397,0.510961995,0.228049061,0,0,0.930488974113135,0,0,0,0,0.00383509108341323,0.935522531160115,0,16.0547679,0.843842438060443,0.0606423777564717,9.79
"169",168,1.23582533605606,0.253841337153172,192.6366935,70.62483572,0.35748940224359,51.83012635,0.441124533,0.230342908,0,0,0,0,0,0,0.97205551387847,0.0279444861215304,0,0,13.0056275,0.844761343365342,0,56.435
"170",169,1.32134630379324,0.25871276620488,258.0957596,71.8109279,0.466912374110953,40.22653736,0.483477195,0.249487991,0,0,0.330994508846858,0,0,0,0.843807199511898,0.153142159853569,0,0,14.07562331,0.83209581335296,0.00305064063453325,18.9275
"171",170,1.47182933959721,0.0969858548713282,205.0103916,60.56312619,0.363144735311932,46.87088479,0.478604961,0.24027923,0,0,0.0989020489323074,0,0,0,0.95089478689375,0.0449987032074004,0,0,13.42704553,0.837771396127225,0.00410650989885018,214.16
"172",171,1.33874107729279,0.150011244697505,135.386034,58.05961806,0.238515249824068,41.4565319,0.422745344,0.253888086,0,0,0,0,0,0.0196772924045651,0.96064541519087,0.0196772924045651,0,0,12.19948513,0.851827688675201,0,532.0325
"173",172,1.62049707276766,0.291117621242133,273.5722255,76.22428657,0.419404657593123,56.09938747,0.490622634,0.216799444,0,0,0,0,0,0,0.586383601756955,0.312737920937042,0,0,14.25188719,0.84065521238043,0.100878477306003,29.6525
"174",173,1.47377964044972,0.177537962389204,354.4136957,74.47401194,0.449576806528901,52.86479904,0.469512601,0.2181323,0.0313100268920476,0,0.084805993084902,0,0,0,0.0695351517479831,0.430945063388398,0.039761813292355,0,15.01731983,0.840543493982885,0.459757971571264,88.135
"175",174,2.22517136017162,0.32287129140934,466.2407303,74.41606348,0.576008515505985,53.09256692,0.52239628,0.217538367,0,0,0.650412249705536,0,0,0,0,0.202355712603062,0.708362779740872,0,16.40029453,0.845551459945036,0.089281507656066,9.3925
"176",175,1.77605519152932,0.231193091407485,332.0830449,98.18681299,0.483689898865069,60.89526002,0.479129174,0.209543182,0.122559136370853,0,0,0,0,0,0.403397364661057,0.380060327036037,0.0766788379107795,0,15.06169343,0.84134870257719,0.139863470392126,15.735
"177",176,1.68298960738074,0.354252751560232,226.2624816,83.82552124,0.225795295015907,49.81653878,0.449064278,0.240821721,0.00792772861356932,0,0,0,0,0,0.825774336283186,0.174225663716814,0,0,14.39119599,0.843323628006372,0,76.355
"178",177,1.85313670921811,0.185194200464904,458.4334859,104.6423606,0.523981207348407,52.35885975,0.489507212,0.212392822,0,0,0.652904929577465,0,0,0,0,0.0879401408450704,0.696654929577465,0,16.01540471,0.843594032474314,0.215404929577465,47.865
"179",178,1.9934731174023,0.205276959470028,490.9455251,84.39789068,0.575153308440769,51.80237045,0.52321306,0.226999778,0,0,0.542296689824275,0,0,0,0,0.0847977114834491,0.719043727012669,0,15.78281547,0.844140609270264,0.196158561503882,60.5525
"180",179,2.01579899473082,0.387714942295437,314.0420424,141.4507174,0.374821442961687,60.21341533,0.441818269,0.219233197,0.158355437665783,0,0,0,0,0,0.26525198938992,0.73474801061008,0,0,15.81351338,0.849376086761173,0,62.57
"181",180,1.47760984209298,0.340455532763205,418.1352908,125.9835085,0.515024184966549,58.10022929,0.513747607,0.212012996,0.0484807101399795,0,0.124615909866849,0,0,0,0.0455217935586662,0.324115170137703,0.443609878229202,0,15.34137017,0.850341973944763,0.186753158074428,21.8825
"182",181,1.55288282777877,0.263739210161249,444.3065314,123.450072,0.571073402180377,57.52837129,0.506593994,0.21635834,0.121591629676601,0,0.0710209258084971,0,0,0,0.126823081800888,0.433417882054534,0.439759036144578,0,15.23488005,0.852200771708467,0,15.6375
"183",182,1.38840880917481,0.0956653537987896,203.1752338,89.45142492,0.299989445969885,47.44736841,0.452757669,0.239064422,0.0456219892320771,0,0,0.0381735011941869,0,0.0151398615552767,0.941586042181112,0.0398736995506619,0.00340039671294984,0,12.97564422,0.844271430507458,0,244.3875
"184",183,1.12376519148712,0.241511663241616,463.3817557,153.8696101,0.486917053221686,60.57751721,0.51330636,0.21179615,0.0891965715362155,0,0,0,0,0,0.288687953282471,0.514834699067533,0.158801921446736,0,15.58162385,0.849850377078651,0.0376754262032589,26.7225
"185",184,1.33750017900183,0.204819004813018,416.6676375,145.0132092,0.429211575120023,57.16363621,0.49133871,0.217519314,0.0558389759762545,0,0,0,0,0,0.417308227437158,0.526945552360634,0.0557462202022076,0,15.06057869,0.848398298797503,0,136.735
"186",185,1.30077263226125,0.282556938161927,276.3870817,87.55513856,0.429851956941176,54.31541322,0.475393899,0.219824633,0.0784758777225093,0,0,0.0150673685227218,0,0,0.927077799777853,0.0729222002221471,0,0,13.2750236,0.845642184135379,0,51.565
"187",186,1.06054693437287,0.331888824115407,172.2840645,43.91221214,0.59183817495396,47.1988078,0.529463854,0.231433565,0,0,0.996866295264624,0.00313370473537604,0,0.50464252553389,0.175371402042711,0,0,0,11.50750821,0.862530159482428,0.319986072423398,21.7175
"188",187,0.924139222828215,0.253083390479459,120.5809475,62.04947652,0.415520644755747,36.52573883,0.514464875,0.255441714,0,0,0.540235776524859,0.41546459691001,0.0580654609357838,0.458372995533426,0.275682800029289,0.0101047082082449,0,0.0355129237753533,11.65835972,0.858133691766686,0.220326572453687,35.9875
"189",188,1.37801036041999,0.361753770978993,163.3446344,81.38494819,0.322173182271178,50.76584111,0.481937149,0.225833201,0,0,0.294207027540361,0,0,0.648433048433048,0.203988603988604,0.101424501424501,0,0,11.27807356,0.856098751436736,0.0461538461538462,394.7425
"190",189,1.64372647001307,0.294577562965666,142.2570461,61.6113809,0.208989811761749,36.38999761,0.475510549,0.253439515,0,0,0,0,0,0.480940363926152,0.513215566476292,0,0,0,11.54696815,0.839210382584839,0.00584406959755612,55.55
"191",190,1.95405861342184,0.199195258734286,89.05621575,35.80829292,0.265389093480603,35.60694728,0.457984321,0.2601967,0,0,0,0,0,0.37466423122381,0.62533576877619,0,0,0,10.85607307,0.847589293491566,0,79.02
"192",191,1.69622720805237,0.201853935751197,131.3938427,54.86712783,0.242344158851423,44.69369331,0.512647502,0.235385296,0,0,0.0249949197317618,0,0,0.303800040642146,0.695793537898801,0.000406421459053038,0,0,10.86957082,0.852795856530523,0,91.4225
"193",192,1.68278846232278,0.312013930498303,146.6011404,50.69883956,0.240820603148302,40.54185403,0.490975198,0.246279266,0,0,0.00332609285908227,0,0,0.503801248981808,0.492533260928591,0.00366549008960087,0,0,11.1944179,0.843082153492134,0,36.7875
"194",193,2.00478300494693,0.188861082885454,88.7316697,51.56199301,0.278708922759655,40.29348186,0.476451664,0.249633632,0,0,0.0550351833729438,0,0,0.575655901952561,0.268046041288038,0.106295726734703,0,0,10.91293645,0.854187160288483,0.0500023300246983,145.24
"195",194,1.65771035388591,0.141255015866517,122.5695701,65.62614363,0.26407637858368,44.29133126,0.474278113,0.245309188,0,0,0.168432590427475,0,0,0.596395079771039,0.291462672025332,0.0636219705273414,0,0.0193155523078797,11.09801415,0.854179759398097,0.0292047253684082,434.1525
"196",195,1.10434558333984,0.17643801972925,332.9790525,80.07537698,0.428592390706626,45.36276894,0.492938836,0.238747561,0,0,0,0,0,0.169709880300264,0.343781700142017,0.440860215053763,0.0456482045039562,0,13.27479769,0.838530639776558,0,49.3275
"197",196,1.03587835844614,0.276017050575956,324.606814,72.72681683,0.416005668449198,48.1616543,0.490569166,0.234395325,0,0,0,0,0,0.0964378801042572,0.25679533325059,0.523023457862728,0.123743328782425,0,12.81578369,0.840950538014937,0,49.335
"198",197,1.38384703943014,0.261571691980896,294.2594684,80.53293214,0.334660443475553,44.07542989,0.488944398,0.240735308,0,0,0,0,0,0,0.478450217750413,0.160534614807028,0.0447514641838114,0,15.48998081,0.819711935246462,0.316263703258748,16.71
"199",198,1.27813153613874,0.172526739370753,304.8763459,61.62244571,0.432962132907133,42.33864154,0.501822,0.243218417,0,0,0,0,0,0,0.286454245801287,0.253413906765029,0.154214409040967,0,15.44228783,0.821504002374993,0.305917438392717,32.16
"200",199,1.60719257668444,0.187547678846319,357.0248323,89.32626465,0.518897487249545,54.18260252,0.516461238,0.221161642,0.0401815072997501,0,0,0,0,0,0.194988820202552,0.278771537550967,0.0510324871761147,0,15.80162469,0.822540938169794,0.475207155070367,89.785
"201",200,1.5854430681454,0.159658263789067,378.9306106,171.2898571,0.451377598492298,57.63680896,0.48772102,0.217179029,0,0,0.480531324345757,0,0,0.116455194290246,0.221808088818398,0.309873116574148,0.324068199841396,0,13.28550175,0.843612356340983,0.0277954004758128,63.0125
"202",201,1.0708524062752,0.307264778504264,217.0928064,70.25498487,0.215592933226066,38.47790016,0.449355399,0.254217346,0,0,0.0623849995619031,0,0,0.055550687812144,0.848024182949268,0.0964251292385876,0,0,12.72142248,0.826233635557667,0,56.9575
"203",202,1.63293285257586,0.332523218832105,321.5741327,124.4020946,0.329317014252517,48.15443478,0.505509199,0.235389182,0,0,0.0596353507217017,0,0,0.102937452519625,0.458090655862244,0.292858951633325,0.146112939984806,0,12.96961122,0.842087447339419,0,101.8775
"204",203,1.18851683601921,0.170663864211092,241.1644199,68.14123109,0.482463979113228,39.74789892,0.504176132,0.2505012,0,0,0,0,0,0.107292315911317,0.86448223666637,0.0282254474223132,0,0,13.08481812,0.816592091647526,0,101.815
"205",204,1.40955473730032,0.26410116873963,235.2801377,135.4998445,0.240606948491073,42.66269025,0.483109483,0.251720532,0,0,0.0294222858164908,0,0,0.450724378465391,0.13852620282597,0.308263280271866,0.0497227687354677,0,12.45377324,0.849515101246678,0.0527633697013057,149.935
"206",205,1.44210038633841,0.258539048251498,261.2643578,63.73564152,0.48924471785315,39.57725629,0.507951795,0.248424335,0,0,0,0,0,0.112871564778463,0.579641054402692,0.307487380818845,0,0,12.9708595,0.823251165910154,0,41.7825
"207",206,1.50336349723544,0.221863591143006,326.2645668,138.2548571,0.406902947542065,54.83589625,0.500134297,0.22221075,0,0,0.0150866462793068,0,0,0.263608562691131,0.136595310907238,0.497247706422018,0.0383282364933741,0,12.32940567,0.861777153613729,0.0642201834862385,12.8225
"208",207,0.951278681531446,0.260827588074723,314.2224261,67.23271689,0.612049595104108,53.09483212,0.50642725,0.224202621,0,0,0,0,0,0.0242330858663678,0.503992155764113,0.154923658775739,0,0,13.27521121,0.814822959720096,0.316851099593781,18.59
"209",208,0.815354698907064,0.383447011230507,211.3076499,81.6786307,0.452690306623586,42.05174108,0.4935003,0.245644958,0,0,0,0,0,0.0930335097001764,0.839726631393298,0.0672398589065256,0,0,11.92216834,0.844472756545119,0,10.78
"210",209,1.31470196659,0.253575038575985,325.4134402,72.10741125,0.609417130581297,50.04542741,0.530464035,0.22870837,0,0,0,0,0,0.0722090693862684,0.381351302130759,0.546439628482972,0,0,13.57363686,0.816470777277309,0,27.365
"211",210,1.21949276437113,0.195802823074768,333.0168567,87.26421998,0.60438427682343,49.92212159,0.518883812,0.229227454,0,0,0,0,0,0.00725619966509848,0.36296946017064,0.600271110756718,0.0295032294075433,0,13.88545646,0.818616711885747,0,1167.1
"212",211,1.12705788127942,0.257469006783393,312.301532,68.77135371,0.512216736687836,46.92419677,0.473883952,0.238336041,0,0,0,0,0,0.0662806001579363,0.478073177151882,0.404316925506712,0.0490655435640958,0,13.25810023,0.830684247676327,0.00226375361937352,48.365
"213",212,1.08024393525015,0.284241875782882,312.4659329,88.29565218,0.504468453694332,58.59889579,0.529516661,0.214474953,0,0,0,0,0,0,0.199333929006579,0.682235399236455,0.118430671756965,0,13.22702261,0.818264464737916,0,100.4025
"214",213,1.43211081401844,0.0980184284324456,241.6445605,82.23950968,0.326096178136505,45.00713046,0.478334529,0.241202921,0.00448869664571942,0,0.0197502652411654,0,0,0.0714926956663674,0.73973720721456,0.15583938627275,0.00832449196115237,0,14.27383868,0.81920185237196,0.024606218885171,290.5125
"215",214,1.08249638036604,0.113252152658571,241.6358636,95.56899659,0.391804048897157,51.55742867,0.467560418,0.236762491,0.0555946929670072,0,0,0,0,0.0753786544557943,0.389926030292356,0.481918515909358,0.0291769402371727,0,12.96246713,0.813909814304239,0.0235998591053188,1373.4075
"216",215,1.26496025151297,0.0933815223265483,171.6553475,83.72946468,0.269986019045263,36.37547961,0.472819219,0.271316159,0,0,0,0,0,0.417463673928648,0.440510601974897,0.107901526761984,0,0,11.88026644,0.843669142453181,0.0341241973344715,1788.4075
"217",216,1.04616746002685,0.383243570043757,290.1792827,81.93880717,0.361052695213286,54.78468103,0.476468356,0.225484162,0,0,0,0,0,0.237314002289203,0.336512781381152,0.407096528042732,0.0190766882869134,0,12.89010429,0.817215156180676,0,58.835
"218",217,0.658422638742821,0.301077718740705,385.5892516,84.88002527,0.565454486456297,58.42058059,0.537998541,0.21098719,0,0,0,0,0,0.0395292027537197,0.0888296691094826,0.495003331112592,0.376637797024206,0,13.60433859,0.824147795918462,0,10.775
"219",218,1.08078473532456,0.175118757753949,173.8479967,32.56500865,0.194720051900286,34.52043381,0.443495948,0.268146351,0.0901896125309151,0,0,0,0,0.109150865622424,0.840065952184666,0.0126957955482275,0,0,13.16391108,0.808618633761282,0.0380873866446826,1120.98
"220",219,1.1021078824608,0.252418270728302,235.3361795,61.86241808,0.341946325281271,42.13468878,0.473133423,0.244416093,0.178571428571429,0,0,0,0,0.0432172869147659,0.682022809123649,0.274759903961585,0,0,13.31501525,0.809909176390298,0,16.5925
"221",220,1.22124248403944,0.152640517275463,306.409512,89.79178817,0.406321767394617,48.35606026,0.464180239,0.234560018,0.0420012353304509,0,0,0.0182211241507103,0,0.211704756022236,0.266445336627548,0.448810994441013,0.0676343421865349,0.00540457072266831,12.63055557,0.833883342983196,0,32.8975
"222",221,1.73882071307345,0.206487697613141,450.7349891,92.94451108,0.51031181629979,51.47279063,0.542183538,0.226380279,0,0,0.0559440559440559,0,0,0,0.0327947914154811,0.555341210513624,0.392090667952737,0,16.2516533,0.823352316373675,0.0197733301181577,10.3175
